country,year,population,primary_energy_consumption,fossil_fuel_consumption,renewables_share_energy,energy_per_capita,fossil_fuel_per_capita
Africa,1965,321447378.0,716.321,675.202,5.74,2.22842383862904e-06,2.100505545265328e-06
Africa,1966,329658389.0,750.133,704.27,6.114,2.2754858515067244e-06,2.136363045807398e-06
Africa,1967,338159967.0,757.934,710.059,6.317,2.241347509949337e-06,2.099772502047825e-06
Africa,1968,346980412.0,800.596,744.596,6.995,2.3073233309781185e-06,2.1459309351445463e-06
Africa,1969,356070643.0,822.668,757.316,7.944,2.3104067020768122e-06,2.1268700885290337e-06
Africa,1970,365450443.0,893.035,811.332,9.149,2.4436555410058703e-06,2.2200876084312203e-06
Africa,1971,375086296.0,953.168,875.723,8.125,2.5411965464075498e-06,2.3347240604066214e-06
Africa,1972,384930776.0,1007.763,919.611,8.747,2.6180369636123876e-06,2.38902955371903e-06
Africa,1973,395212420.0,1091.498,998.266,8.542,2.761800856359727e-06,2.5258973389550865e-06
Africa,1974,406069208.0,1145.929,1039.903,9.252,2.82200417422441e-06,2.560900899434857e-06
Africa,1975,417556976.0,1214.47,1102.39,9.229,2.9085132564040796e-06,2.6400947975061496e-06
Africa,1976,429573262.0,1318.827,1194.641,9.416,3.0700863313974136e-06,2.7809947817469142e-06
Africa,1977,441701768.0,1391.542,1255.128,9.803,3.1504107540724173e-06,2.8415734120403155e-06
Africa,1978,454463053.0,1445.103,1307.552,9.518,3.17980304550742e-06,2.877135976992171e-06
Africa,1979,467976240.0,1574.47,1427.264,9.35,3.3644229459170835e-06,3.0498642409708663e-06
Africa,1980,481543145.0,1692.144,1548.626,8.481,3.5140028833761094e-06,3.215965207022104e-06
Africa,1981,495655683.0,1898.898,1749.783,7.853,3.831082876941411e-06,3.530238954205635e-06
Africa,1982,510540596.0,2023.654,1874.441,7.373,3.963747478368987e-06,3.671482766866986e-06
Africa,1983,525335348.0,2083.755,1949.226,6.456,3.966523493865484e-06,3.7104413541195786e-06
Africa,1984,540183119.0,2148.277,2004.837,6.159,3.976942122843347e-06,3.7114025401449096e-06
Africa,1985,555652995.0,2235.495,2073.333,6.579,4.023185369494859e-06,3.731344955676879e-06
Africa,1986,571646786.0,2281.272,2103.083,6.716,3.990702048659817e-06,3.678990333726813e-06
Africa,1987,588080029.0,2354.796,2190.264,6.244,4.004210114062554e-06,3.7244318663982385e-06
Africa,1988,604511530.0,2520.53,2330.396,6.362,4.169531720925158e-06,3.855006702684397e-06
Africa,1989,621167964.0,2524.404,2324.647,6.665,4.063963607756179e-06,3.7423807001096406e-06
Africa,1990,638157571.0,2608.015,2412.283,6.586,4.086788464976152e-06,3.780074247524676e-06
Africa,1991,655040869.0,2605.118,2397.308,6.981,3.977031240778963e-06,3.6597838599899635e-06
Africa,1992,671931834.0,2644.381,2444.305,6.569,3.9354899800743775e-06,3.637727632949148e-06
Africa,1993,689140286.0,2651.666,2460.531,6.432,3.847788402258637e-06,3.5704355847221503e-06
Africa,1994,706488557.0,2741.011,2540.559,6.309,3.879767015108215e-06,3.5960370126702563e-06
Africa,1995,724331972.0,2851.845,2639.934,6.306,3.937207123586696e-06,3.644646518516513e-06
Africa,1996,742765067.0,2924.537,2702.982,6.433,3.937364760316602e-06,3.639080673135642e-06
Africa,1997,761224818.0,2986.506,2757.521,6.466,3.923290372805475e-06,3.6224791083992224e-06
Africa,1998,779908311.0,3032.832,2791.762,6.676,3.88870327091565e-06,3.5796028335951406e-06
Africa,1999,799099611.0,3125.787,2874.976,6.859,3.9116362428062796e-06,3.5977692398100794e-06
Africa,2000,818952374.0,3196.057,2928.931,7.203,3.902616442015467e-06,3.576436302021148e-06
Africa,2001,839464127.0,3310.455,3034.063,7.436,3.94353361093654e-06,3.6142854738091744e-06
Africa,2002,860611762.0,3353.255,3062.41,7.672,3.896362039262949e-06,3.558410580960663e-06
Africa,2003,882349569.0,3515.312,3230.302,7.105,3.9840354928535135e-06,3.6610229250307484e-06
Africa,2004,904781595.0,3774.621,3474.193,6.98,4.171858734593292e-06,3.839813960848751e-06
Africa,2005,927898412.0,3785.477,3488.385,7.029,4.079624397503549e-06,3.759447106371382e-06
Africa,2006,951740562.0,3858.375,3554.694,7.161,4.05401971298981e-06,3.734940110706346e-06
Africa,2007,976461747.0,4006.39,3692.942,7.057,4.102966667469463e-06,3.7819627971560468e-06
Africa,2008,1001981577.0,4245.486,3923.35,6.762,4.237089880146569e-06,3.91559095502212e-06
Africa,2009,1028200528.0,4317.645,3989.264,6.811,4.199224647743033e-06,3.879850176462855e-06
Africa,2010,1055233717.0,4454.202,4100.631,7.129,4.221057314831801e-06,3.885993153874935e-06
Africa,2011,1082676070.0,4492.596,4132.307,7.259,4.149529230843718e-06,3.8167528723526695e-06
Africa,2012,1110797495.0,4674.143,4312.962,6.997,4.207916403340467e-06,3.882761726969865e-06
Africa,2013,1140180888.0,4807.251,4424.736,7.19,4.216217839287269e-06,3.8807315984408955e-06
Africa,2014,1170299297.0,4939.468,4532.374,7.516,4.220687829738994e-06,3.872833224473859e-06
Africa,2015,1201108186.0,5045.052,4633.663,7.528,4.200331043285388e-06,3.8578231786358e-06
Africa,2016,1232111820.0,5186.279,4763.673,7.404,4.209260000443791e-06,3.866266780883572e-06
Africa,2017,1263333997.0,5359.562,4913.742,7.642,4.2423951328209206e-06,3.8895034976249435e-06
Africa,2018,1295265310.0,5491.605,5022.572,8.006,4.2397530124542585e-06,3.877639554787428e-06
Africa,2019,1327701380.0,5610.236,5107.906,8.356,4.225525471699065e-06,3.84717985304798e-06
Africa,2020,1360677453.0,5317.983,4792.29,9.416,3.9083347697685415e-06,3.5219882488932518e-06
Africa,2021,1393676724.0,5765.107,5206.449,9.152,4.136617122695091e-06,3.7357651960039474e-06
Africa,2022,1426736614.0,5819.716,5253.319,9.298,4.079040197674495e-06,3.6820524184010327e-06
Africa,2023,1460482036.0,5797.068,5205.247,9.826,3.969284015212632e-06,3.5640609550092405e-06
Algeria,1965,12381262.0,24.833,23.65,4.763,2.0056921499601575e-06,1.9101445393854034e-06
Algeria,1966,12613398.0,29.833,28.783,3.519,2.3651834343132595e-06,2.2819386179679735e-06
Algeria,1967,12897121.0,28.247,27.035,4.292,2.1901787228327934e-06,2.0962042614006644e-06
Algeria,1968,13190979.0,30.345,28.68,5.486,2.300435775085382e-06,2.174213149759392e-06
Algeria,1969,13491022.0,33.539,32.472,3.183,2.486023668184664e-06,2.40693403361139e-06
Algeria,1970,13795915.0,36.759,35.044,4.666,2.6644843781655657e-06,2.5401722176455854e-06
Algeria,1971,14110269.0,39.733,38.757,2.456,2.8158924539284117e-06,2.746722971759078e-06
Algeria,1972,14439750.0,44.648,43.184,3.278,3.092020291210028e-06,2.9906334943472013e-06
Algeria,1973,14786473.0,53.251,51.027,4.176,3.601332109421902e-06,3.4509243685089746e-06
Algeria,1974,15153601.0,58.909,57.439,2.495,3.887458829092834e-06,3.790452183609691e-06
Algeria,1975,15724698.0,70.37,69.4,1.378,4.47512569080818e-06,4.413439291489096e-06
Algeria,1976,16500516.0,82.102,80.952,1.401,4.975723183444688e-06,4.906028393293882e-06
Algeria,1977,17134196.0,90.213,89.417,0.882,5.265085096493585e-06,5.218628291633877e-06
Algeria,1978,17632646.0,113.361,112.622,0.652,6.42904076903716e-06,6.387129872623769e-06
Algeria,1979,18166982.0,148.54,147.68,0.579,8.176371837655809e-06,8.129033209808872e-06
Algeria,1980,18739378.0,177.143,176.383,0.429,9.452981843901116e-06,9.412425535148499e-06
Algeria,1981,19351356.0,215.186,214.104,0.503,1.1119944256102777e-05,1.1064030861713258e-05
Algeria,1982,20000098.0,248.112,246.696,0.571,1.2405539212857857e-05,1.2334739559776157e-05
Algeria,1983,20682110.0,270.967,270.272,0.256,1.3101516237946709e-05,1.3067912316489951e-05
Algeria,1984,21393532.0,260.196,258.86,0.514,1.2162367579135602e-05,1.2099918797887139e-05
Algeria,1985,22132910.0,262.297,260.386,0.728,1.1850994740411451e-05,1.176465272754464e-05
Algeria,1986,22882560.0,277.491,276.751,0.266,1.2126746308105386e-05,1.2094407269116741e-05
Algeria,1987,23586098.0,285.168,283.693,0.517,1.2090511961749671e-05,1.2027975123312045e-05
Algeria,1988,24243024.0,305.422,304.881,0.177,1.2598345816924491e-05,1.2576030119014854e-05
Algeria,1989,24889516.0,297.068,296.4,0.225,1.193546712599795e-05,1.190862851652077e-05
Algeria,1990,25518074.0,314.974,314.575,0.127,1.2343172921279247e-05,1.2327536944990441e-05
Algeria,1991,26133906.0,312.095,311.229,0.278,1.1942149022805853e-05,1.1909011993844319e-05
Algeria,1992,26748302.0,320.227,319.638,0.184,1.1971862737305717e-05,1.1949842647955746e-05
Algeria,1993,27354326.0,297.995,296.951,0.35,1.089388932485487e-05,1.0855723515176356e-05
Algeria,1994,27937006.0,301.921,301.43,0.163,1.0807206756514997e-05,1.0789631501672011e-05
Algeria,1995,28478024.0,313.145,312.574,0.182,1.0996022757758754e-05,1.097597220930778e-05
Algeria,1996,28984640.0,309.925,309.526,0.129,1.0692732426554202e-05,1.067896651467812e-05
Algeria,1997,29476030.0,297.86,297.638,0.074,1.0105160023246008e-05,1.0097628479819024e-05
Algeria,1998,29924664.0,308.349,307.713,0.206,1.0304175846385443e-05,1.0282922474919017e-05
Algeria,1999,30346086.0,311.434,310.834,0.193,1.0262740308585431e-05,1.0242968401262686e-05
Algeria,2000,30774624.0,299.946,299.786,0.053,9.74653662706001e-06,9.741337538356276e-06
Algeria,2001,31200984.0,310.813,310.61,0.065,9.96164095337506e-06,9.95513474831435e-06
Algeria,2002,31624700.0,321.951,321.784,0.052,1.0180365347339264e-05,1.0175084664834764e-05
Algeria,2003,32055882.0,336.922,336.154,0.228,1.0510457955890904e-05,1.0486499794327917e-05
Algeria,2004,32510184.0,349.778,349.055,0.207,1.0759028617001984e-05,1.073678943189002e-05
Algeria,2005,32956690.0,366.272,364.681,0.434,1.111373745360957e-05,1.1065461974488335e-05
Algeria,2006,33435082.0,379.22,378.601,0.163,1.1341979062590605e-05,1.1323465574273155e-05
Algeria,2007,33983836.0,399.64,399.001,0.16,1.1759708350758284e-05,1.1740905293916789e-05
Algeria,2008,34569592.0,423.557,422.762,0.188,1.2252299651092209e-05,1.2229302561626994e-05
Algeria,2009,35196040.0,448.859,447.904,0.213,1.2753110861335536e-05,1.2725977126972238e-05
Algeria,2010,35856348.0,438.995,438.489,0.115,1.2243159844387946e-05,1.222904797778067e-05
Algeria,2011,36543548.0,464.488,463.396,0.235,1.271053374456142e-05,1.2680651588619693e-05
Algeria,2012,37260568.0,507.672,506.532,0.225,1.362491307164185e-05,1.3594317724839835e-05
Algeria,2013,38000628.0,536.977,536.629,0.065,1.4130740155136383e-05,1.4121582411743301e-05
Algeria,2014,38760168.0,585.613,584.925,0.118,1.510862904412592e-05,1.509087886306375e-05
Algeria,2015,39543148.0,617.518,616.92,0.097,1.5616308544782525e-05,1.5601185823647626e-05
Algeria,2016,40339328.0,616.996,616.096,0.146,1.529514819879994e-05,1.5272837465215087e-05
Algeria,2017,41136548.0,623.795,622.254,0.247,1.5164009386494948e-05,1.5126548780904028e-05
Algeria,2018,41927008.0,669.62,667.688,0.288,1.5971089565942794e-05,1.5925009483147473e-05
Algeria,2019,42705372.0,694.349,692.301,0.295,1.6259055183970767e-05,1.621109868800581e-05
Algeria,2020,43451668.0,648.899,646.949,0.3,1.493381105645933e-05,1.4888933607796138e-05
Algeria,2021,44177964.0,707.627,705.838,0.253,1.601764626364402e-05,1.597715096150651e-05
Algeria,2022,44903228.0,734.191,732.416,0.242,1.6350517161037957e-05,1.6310987708946005e-05
Algeria,2023,45606480.0,705.003,703.097,0.27,1.5458395385918843e-05,1.541660307921155e-05
Argentina,1965,22053662.0,328.528,324.905,1.103,1.4896755015108149e-05,1.4732473908414846e-05
Argentina,1966,22403120.0,339.175,335.505,1.082,1.5139632336924501e-05,1.4975815868504029e-05
Argentina,1967,22757014.0,349.032,345.275,1.077,1.5337337314992204e-05,1.5172245356969942e-05
Argentina,1968,23112976.0,360.844,356.416,1.227,1.561218252465628e-05,1.5420601829898496e-05
Argentina,1969,23472030.0,372.911,368.939,1.065,1.588746265235687e-05,1.5718239964758057e-05
Argentina,1970,23842804.0,353.487,348.703,1.353,1.4825731067537192e-05,1.462508352624968e-05
Argentina,1971,24223380.0,374.742,369.981,1.27,1.5470260549931513e-05,1.5273714898581452e-05
Argentina,1972,24612798.0,379.448,374.762,1.235,1.5416695005582053e-05,1.5226306249293558e-05
Argentina,1973,25020592.0,396.458,387.403,2.284,1.5845268569184936e-05,1.548336666054904e-05
Argentina,1974,25449752.0,412.278,394.374,3.63,1.619968634664888e-05,1.5496182438241443e-05
Argentina,1975,25875562.0,402.571,379.864,3.866,1.5557961600988608e-05,1.4680415443730265e-05
Argentina,1976,26290258.0,422.714,400.392,3.554,1.6078731521006754e-05,1.5229671766629297e-05
Argentina,1977,26713780.0,441.458,419.557,3.909,1.6525478610664608e-05,1.5705639561305066e-05
Argentina,1978,27146124.0,442.127,410.799,5.227,1.6286929213172386e-05,1.513287863858575e-05
Argentina,1979,27584138.0,474.656,435.202,6.703,1.7207570524770432e-05,1.5777255754738464e-05
Argentina,1980,28024808.0,472.019,420.292,9.552,1.684289862039376e-05,1.4997141104410063e-05
Argentina,1981,28471284.0,457.964,406.272,9.542,1.6085119308282688e-05,1.4269535578374336e-05
Argentina,1982,28922768.0,466.513,408.82,11.229,1.6129611107761194e-05,1.4134885015154842e-05
Argentina,1983,29377144.0,485.764,421.144,11.314,1.653543993248629e-05,1.4335770693025844e-05
Argentina,1984,29832200.0,487.344,415.029,12.136,1.6336173664697878e-05,1.3912115097109835e-05
Argentina,1985,30287120.0,481.619,403.804,12.76,1.590177606850701e-05,1.3332532112660431e-05
Argentina,1986,30748332.0,508.885,430.098,12.298,1.6550003427828214e-05,1.398768557592002e-05
Argentina,1987,31216450.0,531.837,448.359,12.247,1.7037075003724e-05,1.4362908018048176e-05
Argentina,1988,31690790.0,540.738,478.772,8.417,1.7062938475184748e-05,1.5107606973508707e-05
Argentina,1989,32165770.0,521.441,467.809,7.543,1.621105292986924e-05,1.4543690388882344e-05
Argentina,1990,32637658.0,513.022,439.559,10.292,1.5718713640543694e-05,1.3467847478516995e-05
Argentina,1991,33105766.0,521.347,451.996,9.081,1.5747921374179955e-05,1.3653089917931516e-05
Argentina,1992,33568280.0,559.309,482.131,10.207,1.666183075212671e-05,1.436269597369898e-05
Argentina,1993,34027240.0,577.843,485.263,12.216,1.69817769528178e-05,1.4261015586336124e-05
Argentina,1994,34488696.0,608.761,504.392,13.306,1.7651029775089205e-05,1.4624849834856035e-05
Argentina,1995,34946116.0,628.236,529.436,12.535,1.7977276788069953e-05,1.515006703463126e-05
Argentina,1996,35389360.0,657.128,568.775,10.225,1.8568518899465828e-05,1.6071921051977203e-05
Argentina,1997,35815968.0,664.755,558.979,12.514,1.8560296904442176e-05,1.560697731246577e-05
Argentina,1998,36233196.0,688.425,588.233,11.482,1.8999842023320273e-05,1.6234642950072632e-05
Argentina,1999,36653032.0,696.066,611.693,9.225,1.8990679952479784e-05,1.6688742148262113e-05
Argentina,2000,37070772.0,698.777,595.418,12.283,1.8849809763875435e-05,1.606165633669566e-05
Argentina,2001,37480492.0,682.524,553.856,15.936,1.821011314365884e-05,1.4777180619720787e-05
Argentina,2002,37885024.0,654.474,531.831,16.248,1.727526951018957e-05,1.40380272690338e-05
Argentina,2003,38278164.0,701.506,579.387,14.407,1.832653206668951e-05,1.513622753693202e-05
Argentina,2004,38668796.0,744.817,632.297,12.186,1.926144791267874e-05,1.635160815454404e-05
Argentina,2005,39070504.0,790.507,670.516,12.79,2.023283344386855e-05,1.716169312789003e-05
Argentina,2006,39476856.0,830.543,697.754,13.45,2.103873216245995e-05,1.767501444390607e-05
Argentina,2007,39876116.0,865.645,754.091,10.613,2.170835795542374e-05,1.891084377425324e-05
Argentina,2008,40273768.0,877.178,765.599,10.447,2.1780380718287894e-05,1.900986766373586e-05
Argentina,2009,40684344.0,852.511,730.004,11.798,2.0954276662295452e-05,1.7943118365138197e-05
Argentina,2010,41100124.0,883.969,761.782,11.65,2.150769666777648e-05,1.853478592911301e-05
Argentina,2011,41520736.0,909.091,792.928,10.914,2.1894867181545143e-05,1.9097156659265384e-05
Argentina,2012,41952364.0,943.706,830.823,10.177,2.249470375495407e-05,1.980396146448386e-05
Argentina,2013,42388268.0,981.398,857.796,10.94,2.3152585522012837e-05,2.0236637175173095e-05
Argentina,2014,42824064.0,979.858,857.357,11.039,2.288101381503633e-05,2.002044925021595e-05
Argentina,2015,43257064.0,996.94,870.15,10.893,2.3046871604600813e-05,2.011578964305113e-05
Argentina,2016,43668236.0,992.424,870.194,10.172,2.2726450411232548e-05,1.9927390701103656e-05
Argentina,2017,44054616.0,991.397,867.003,10.979,2.2503816626162398e-05,1.9680185159257773e-05
Argentina,2018,44413592.0,984.346,855.356,11.332,2.2163170229509922e-05,1.925887912871357e-05
Argentina,2019,44745516.0,927.358,795.546,11.911,2.0725160483119692e-05,1.777934575612001e-05
Argentina,2020,45036032.0,869.829,737.523,12.31,1.9314068344209366e-05,1.63762873247803e-05
Argentina,2021,45276788.0,958.463,824.284,11.335,2.1168970731757738e-05,1.8205443371998915e-05
Argentina,2022,45510324.0,1029.381,885.226,12.189,2.2618626050651718e-05,1.9451103006869385e-05
Argentina,2023,45773888.0,1019.741,853.593,14.102,2.227778859423084e-05,1.8648033568832953e-05
Asia,1965,1901594742.0,5371.029,4948.067,7.874,2.824486669725973e-06,2.602061780416934e-06
Asia,1966,1948036863.0,5886.4,5443.627,7.494,3.021708732418376e-06,2.7944168323471814e-06
Asia,1967,1994226633.0,6122.304,5708.204,6.735,3.0700141592181813e-06,2.8623647410690258e-06
Asia,1968,2042761361.0,6581.304,6120.083,6.963,3.221768399211463e-06,2.9959852956118254e-06
Asia,1969,2093665797.0,7549.391,7068.554,6.301,3.605824296703644e-06,3.3761615679677648e-06
Asia,1970,2144906508.0,8611.759,8107.46,5.662,4.014981057626592e-06,3.77986638101058e-06
Asia,1971,2195423804.0,9383.342,8824.506,5.683,4.274045850693528e-06,4.01950000902878e-06
Asia,1972,2245577141.0,10060.199,9478.627,5.482,4.4800059709906e-06,4.221020434764036e-06
Asia,1973,2296593872.0,10853.22,10306.196,4.725,4.725789845702418e-06,4.4876005834783484e-06
Asia,1974,2346946783.0,11042.773,10396.168,5.289,4.705165485637686e-06,4.429656469121567e-06
Asia,1975,2395376069.0,11584.045,10875.582,5.433,4.836002642723237e-06,4.540239898338903e-06
Asia,1976,2442681709.0,12271.712,11518.939,5.273,5.023868625529549e-06,4.7156938038872425e-06
Asia,1977,2489872409.0,13024.872,12292.05,4.885,5.231140339930567e-06,4.936819234418851e-06
Asia,1978,2536783728.0,13849.664,12989.639,4.842,5.459536754013742e-06,5.120514948367722e-06
Asia,1979,2584916791.0,14534.988,13574.057,5.005,5.6230003420640085e-06,5.251254913605457e-06
Asia,1980,2635334410.0,14534.666,13476.989,5.387,5.515302325521564e-06,5.113957814560619e-06
Asia,1981,2687793098.0,14743.7,13608.703,5.696,5.4854296675480195e-06,5.063151255997458e-06
Asia,1982,2742593626.0,15110.624,13905.928,5.688,5.509610996230033e-06,5.070356712044659e-06
Asia,1983,2797881469.0,15988.266,14671.704,5.652,5.714418633221949e-06,5.243861887131288e-06
Asia,1984,2853170213.0,17051.377,15644.347,5.339,5.976291537850848e-06,5.483145354847429e-06
Asia,1985,2909856492.0,20033.611,18350.756,5.352,6.884741929740499e-06,6.3064127218820935e-06
Asia,1986,2968294733.0,20859.691,19127.303,5.191,7.02749992044001e-06,6.443869197809879e-06
Asia,1987,3028624604.0,22153.617,20263.871,5.059,7.314745105993333e-06,6.690783325618126e-06
Asia,1988,3089224548.0,23659.52,21650.354,5.425,7.65872458682793e-06,7.008345836827139e-06
Asia,1989,3149702853.0,24755.385,22680.932,5.32,7.859593795148396e-06,7.20097515814772e-06
Asia,1990,3210563750.0,25672.076,23486.611,5.339,7.99612715991078e-06,7.315416490328217e-06
Asia,1991,3269054085.0,26721.428,24464.652,5.189,8.174055034026762e-06,7.48370977166014e-06
Asia,1992,3324377494.0,27916.607,25625.891,5.006,8.397544217040713e-06,7.70847806732264e-06
Asia,1993,3378235529.0,29102.895,26566.801,5.313,8.614821184067891e-06,7.864105617249282e-06
Asia,1994,3431170953.0,30599.727,27997.145,5.052,8.918158675027697e-06,8.159647357564932e-06
Asia,1995,3483316665.0,31855.648,29011.318,5.272,9.145205866604723e-06,8.328647892252427e-06
Asia,1996,3534544077.0,33262.73,30362.801,5.019,9.410755468137285e-06,8.590301984795422e-06
Asia,1997,3585198287.0,34237.883,31253.16,4.894,9.549787838554772e-06,8.717275168105645e-06
Asia,1998,3635442850.0,34301.84,31163.203,5.179,9.435395195388643e-06,8.572051407712268e-06
Asia,1999,3685232690.0,35393.363,32263.5,4.93,9.604105351621635e-06,8.754806741931947e-06
Asia,2000,3735089775.0,36862.414,33631.031,4.902,9.869217668268763e-06,9.004075678475494e-06
Asia,2001,3785215058.0,38113.672,34746.152,5.074,1.006909024084306e-05,9.17943933636333e-06
Asia,2002,3834687401.0,39979.625,36525.598,4.985,1.0425784638814162e-05,9.525052287306378e-06
Asia,2003,3883310793.0,43105.566,39748.078,4.793,1.1100210180885205e-05,1.0235615977904554e-05
Asia,2004,3931402529.0,47302.645,43418.66,5.099,1.2032002485390882e-05,1.1044063710017521e-05
Asia,2005,3979329053.0,50936.59,46903.18,4.92,1.2800296060362011e-05,1.1786705591647386e-05
Asia,2006,4027291741.0,53862.973,49548.699,5.117,1.3374489970926593e-05,1.2303230604221578e-05
Asia,2007,4074998014.0,57129.203,52738.93,5.085,1.4019443151561742e-05,1.2942075019131531e-05
Asia,2008,4122790915.0,59011.031,54270.5,5.605,1.4313369806191107e-05,1.3163534391847762e-05
Asia,2009,4171339685.0,60291.379,55510.648,5.458,1.4453720759497437e-05,1.3307630687477805e-05
Asia,2010,4220041467.0,64216.043,58837.961,5.947,1.5216922274854035e-05,1.3942507783419372e-05
Asia,2011,4268479060.0,67480.969,62228.543,5.878,1.580913670922401e-05,1.4578622063100854e-05
Asia,2012,4317165429.0,69836.461,64400.422,6.478,1.617646165024917e-05,1.491729308480942e-05
Asia,2013,4365286895.0,71646.883,65723.398,6.987,1.6412869239376764e-05,1.5055917189607764e-05
Asia,2014,4412496398.0,73630.586,67087.688,7.552,1.6686831978689808e-05,1.520402102320311e-05
Asia,2015,4458250376.0,74994.586,67962.938,7.908,1.6821528553828354e-05,1.5244307131305e-05
Asia,2016,4502955714.0,76099.789,68453.742,8.439,1.6899963897801727e-05,1.520195763577523e-05
Asia,2017,4547095064.0,79071.023,70791.961,8.845,1.738934899910419e-05,1.556861248854682e-05
Asia,2018,4588802751.0,81961.859,72870.516,9.35,1.7861273070004746e-05,1.588007154679288e-05
Asia,2019,4627738749.0,84384.469,74285.656,10.003,1.8234492821841873e-05,1.605225792317085e-05
Asia,2020,4663086623.0,84028.445,73325.141,10.741,1.801991937819509e-05,1.572459337090895e-05
Asia,2021,4693332132.0,88339.539,76589.516,11.225,1.8822349775266236e-05,1.6318793097509255e-05
Asia,2022,4721383370.0,87592.508,74816.805,12.394,1.8552297311116256e-05,1.5846373644510887e-05
Asia,2023,4751819668.0,91422.266,77848.156,12.605,1.9239422450237647e-05,1.6382809415990657e-05
Australia,1965,11359442.0,425.76,402.077,5.563,3.748071428156418e-05,3.539584074640286e-05
Australia,1966,11592675.0,446.102,423.476,5.072,3.848136862285883e-05,3.6529618918843146e-05
Australia,1967,11809114.0,473.093,449.677,4.95,4.006168455990856e-05,3.807880929932593e-05
Australia,1968,12027268.0,501.694,477.284,4.865,4.171304738532475e-05,3.968349254377636e-05
Australia,1969,12268351.0,522.428,495.852,5.087,4.258339201413458e-05,4.041716771879122e-05
Australia,1970,12595038.0,570.102,539.194,5.421,4.5264015876728594e-05,4.281003360212172e-05
Australia,1971,12993837.0,598.808,563.941,5.823,4.608400120764944e-05,4.3400652170717554e-05
Australia,1972,13300319.0,626.095,591.038,5.599,4.707368296955885e-05,4.443788152750321e-05
Australia,1973,13513318.0,669.356,631.948,5.589,4.95330606443214e-05,4.676482859354009e-05
Australia,1974,13713392.0,711.901,669.507,5.955,5.191283090281383e-05,4.882140027791811e-05
Australia,1975,13886865.0,723.9,678.316,6.297,5.212839614988696e-05,4.8845869820150196e-05
Australia,1976,14038078.0,749.088,705.69,5.793,5.336115100656942e-05,5.0269702162931425e-05
Australia,1977,14193365.0,785.969,744.55,5.27,5.537580411692365e-05,5.2457609594342143e-05
Australia,1978,14355814.0,811.221,766.533,5.509,5.650818546409141e-05,5.339530032919067e-05
Australia,1979,14520529.0,841.291,797.832,5.166,5.7938040687085164e-05,5.494510565007652e-05
Australia,1980,14706329.0,844.247,803.197,4.862,5.7407052433003504e-05,5.4615737210829435e-05
Australia,1981,14930055.0,857.794,815.502,4.93,5.745417548696237e-05,5.462150005475532e-05
Australia,1982,15168446.0,849.919,810.51,4.637,5.603204177936224e-05,5.343395097955321e-05
Australia,1983,15383079.0,841.572,804.346,4.423,5.4707643378806025e-05,5.228771171233015e-05
Australia,1984,15579478.0,871.355,831.134,4.616,5.5929665936175784e-05,5.33480004914157e-05
Australia,1985,15785685.0,896.293,853.616,4.762,5.6778847417771226e-05,5.407532204019021e-05
Australia,1986,16012299.0,912.411,869.469,4.706,5.698188623632371e-05,5.430007271285654e-05
Australia,1987,16259251.0,937.538,895.782,4.454,5.766181972343007e-05,5.509368174462649e-05
Australia,1988,16525901.0,981.314,936.594,4.557,5.9380362982932066e-05,5.667430780324777e-05
Australia,1989,16796586.0,1029.713,984.979,4.344,6.130489850735143e-05,5.864161919571037e-05
Australia,1990,17048002.0,1051.079,1005.011,4.383,6.165408708891517e-05,5.895183494229998e-05
Australia,1991,17271092.0,1043.94,995.34,4.655,6.0444354068636775e-05,5.763040345103831e-05
Australia,1992,17462500.0,1060.42,1011.107,4.65,6.0725554760200436e-05,5.790161775232641e-05
Australia,1993,17631514.0,1084.443,1033.799,4.67,6.150594895027165e-05,5.8633592101052696e-05
Australia,1994,17805506.0,1125.551,1075.505,4.446,6.321364863205797e-05,6.040294502161298e-05
Australia,1995,18003002.0,1154.299,1105.36,4.24,6.411702892662013e-05,6.1398648958657e-05
Australia,1996,18211850.0,1188.137,1137.8,4.237,6.523977520131123e-05,6.247580558811983e-05
Australia,1997,18410254.0,1217.288,1166.821,4.146,6.612010893494463e-05,6.337886484347255e-05
Australia,1998,18601666.0,1246.33,1196.007,4.038,6.700098797602322e-05,6.429569265462567e-05
Australia,1999,18800892.0,1297.347,1245.338,4.009,6.900454510349827e-05,6.623824018562524e-05
Australia,2000,19017968.0,1305.259,1253.194,3.989,6.863293702040092e-05,6.589526283775428e-05
Australia,2001,19248146.0,1315.385,1264.47,3.871,6.833827008585657e-05,6.569308025822331e-05
Australia,2002,19475842.0,1341.745,1288.995,3.931,6.889278522592244e-05,6.618430155676966e-05
Australia,2003,19699004.0,1360.862,1306.224,4.015,6.908278205334645e-05,6.630913928440239e-05
Australia,2004,19925060.0,1404.444,1347.753,4.037,7.048631221185782e-05,6.76411012062197e-05
Australia,2005,20171732.0,1410.35,1349.514,4.314,6.991714940491971e-05,6.69012457631303e-05
Australia,2006,20467032.0,1470.838,1408.571,4.233,7.186376608000613e-05,6.882145882216826e-05
Australia,2007,20830832.0,1506.167,1446.271,3.977,7.230469719116356e-05,6.942934396475378e-05
Australia,2008,21247876.0,1531.745,1475.357,3.681,7.208932318693878e-05,6.943550498882806e-05
Australia,2009,21660898.0,1509.545,1450.366,3.92,6.968986235012049e-05,6.695779648655378e-05
