country,year,population,primary_energy_consumption,fossil_fuel_consumption,renewables_share_energy,energy_per_capita,fossil_fuel_per_capita
Luxembourg,1994,402049.0,39.01,38.708,0.775,9.702797420214948e-05,9.627682197941047e-05
Luxembourg,1995,407639.0,33.935,33.612,0.95,8.324767747933835e-05,8.245530972257316e-05
Luxembourg,1996,413202.0,34.899,34.673,0.65,8.445990096853356e-05,8.391295298667481e-05
Luxembourg,1997,418413.0,34.159,33.85,0.903,8.163943280921003e-05,8.090092803043883e-05
Luxembourg,1998,423579.0,32.988,32.561,1.295,7.787921497524665e-05,7.687113855974918e-05
Luxembourg,1999,429352.0,34.86,34.495,1.046,8.119212208164863e-05,8.034200376381151e-05
Luxembourg,2000,435634.0,37.204,36.694,1.37,8.540196587043252e-05,8.423125834989923e-05
Luxembourg,2001,441254.0,39.867,39.367,1.252,9.034932261237292e-05,8.921618840849034e-05
Luxembourg,2002,445920.0,43.582,43.133,1.03,9.773501973448152e-05,9.672811266594905e-05
Luxembourg,2003,451351.0,45.704,45.285,0.917,0.00010126043810692787,0.00010033211403098697
Luxembourg,2004,457798.0,51.78,51.204,1.112,0.00011310665402644835,0.00011184845717980419
Luxembourg,2005,464868.0,52.553,51.939,1.168,0.00011304929571405216,0.00011172849066831875
Luxembourg,2006,472402.0,51.627,50.909,1.391,0.00010928615882235893,0.00010776626686593198
Luxembourg,2007,479877.0,50.126,48.843,2.558,0.00010445593349962594,0.0001017823317225039
Luxembourg,2008,488643.0,49.761,48.435,2.665,0.00010183508205376933,9.912144449014925e-05
Luxembourg,2009,497876.0,47.593,46.341,2.63,9.559207513517422e-05,9.307739276446344e-05
Luxembourg,2010,507075.0,50.116,48.863,2.5,9.883350589163339e-05,9.636247103485677e-05
Luxembourg,2011,518207.0,48.821,47.574,2.554,9.42113865694597e-05,9.180501228273643e-05
Luxembourg,2012,530596.0,47.953,46.521,2.986,9.03757284261472e-05,8.767687656899035e-05
Luxembourg,2013,543068.0,45.692,44.019,3.662,8.413679318243756e-05,8.105614766474917e-05
Luxembourg,2014,556075.0,44.274,42.344,4.359,7.961875646270737e-05,7.614800161848672e-05
Luxembourg,2015,569415.0,43.034,40.87,5.03,7.557581026140863e-05,7.17754186314024e-05
Luxembourg,2016,583355.0,42.459,40.152,5.434,7.278415373143284e-05,6.882944347781368e-05
Luxembourg,2017,596290.0,44.355,41.385,6.696,7.438494692179979e-05,6.940414898790856e-05
Luxembourg,2018,607920.0,46.431,43.115,7.141,7.637682589814449e-05,7.092216081063298e-05
Luxembourg,2019,619981.0,47.288,43.544,7.917,7.627330514967394e-05,7.023441040935124e-05
Luxembourg,2020,630401.0,40.541,36.134,10.869,6.430985991456231e-05,5.731907151162514e-05
Luxembourg,2021,639330.0,43.215,38.818,10.175,6.759420017831167e-05,6.071668778252233e-05
Luxembourg,2022,647601.0,38.764,34.434,11.17,5.9857844567874356e-05,5.317162882700922e-05
Luxembourg,2023,654771.0,37.546,33.134,11.75,5.734218528309898e-05,5.0603951610563085e-05
Malaysia,1970,10306509.0,44.263,40.709,8.03,4.294664662884396e-06,3.949834032066532e-06
Malaysia,1971,10552565.0,49.442,46.349,6.256,4.685306368641179e-06,4.392202274991909e-06
Malaysia,1972,10801631.0,55.072,51.66,6.196,5.098489292959555e-06,4.782611070494817e-06
Malaysia,1973,11062667.0,58.027,54.751,5.646,5.245299347797416e-06,4.949168224985891e-06
Malaysia,1974,11335200.0,58.828,55.854,5.057,5.189851083350978e-06,4.9274825322888e-06
Malaysia,1975,11617957.0,60.674,57.702,4.898,5.222432825323764e-06,4.9666219284509315e-06
Malaysia,1976,11910081.0,67.75,64.947,4.138,5.6884583740446435e-06,5.453111527956863e-06
Malaysia,1977,12218924.0,79.25,76.976,2.869,6.485841142804391e-06,6.299736376132628e-06
Malaysia,1978,12543894.0,105.269,102.596,2.539,8.392051144564837e-06,8.178959420416022e-06
Malaysia,1979,12875017.0,121.07,117.807,2.695,9.403482729382027e-06,9.150046170812823e-06
Malaysia,1980,13215709.0,126.612,122.446,3.29,9.580416760084532e-06,9.26518584814481e-06
Malaysia,1981,13564596.0,130.891,126.274,3.527,9.649458045046088e-06,9.309086684188751e-06
Malaysia,1982,13921034.0,140.161,135.717,3.17,1.0068289467578343e-05,9.749060306870884e-06
Malaysia,1983,14292864.0,160.962,155.789,3.213,1.1261703742510948e-05,1.0899774880667722e-05
Malaysia,1984,14686459.0,173.472,163.266,5.883,1.1811696747323505e-05,1.1116770897600299e-05
Malaysia,1985,15108141.0,171.884,160.741,6.483,1.137691261949435e-05,1.0639363241314734e-05
Malaysia,1986,15558747.0,188.659,176.474,6.459,1.2125590833246404e-05,1.134243008129125e-05
Malaysia,1987,16033107.0,194.529,179.845,7.548,1.2132957136754592e-05,1.1217102212316054e-05
Malaysia,1988,16524616.0,204.603,187.662,8.28,1.238170980796165e-05,1.1356512006088371e-05
Malaysia,1989,17020144.0,228.992,213.336,6.837,1.3454175240820524e-05,1.2534324033921218e-05
Malaysia,1990,17517060.0,240.986,229.079,4.941,1.3757217249926642e-05,1.3077479896740663e-05
Malaysia,1991,18017470.0,301.866,288.71,4.358,1.6754072575117373e-05,1.6023892366686332e-05
Malaysia,1992,18526708.0,340.554,327.881,3.721,1.8381786985577792e-05,1.769774748973212e-05
Malaysia,1993,19050074.0,342.515,328.164,4.19,1.7979720183764114e-05,1.7226389776753622e-05
Malaysia,1994,19588706.0,363.737,344.567,5.27,1.8568709949498454e-05,1.759008481724112e-05
Malaysia,1995,20136886.0,397.951,379.565,4.62,1.9762290952036974e-05,1.8849240145670983e-05
Malaysia,1996,20689060.0,444.273,428.944,3.45,2.147381273001287e-05,2.0732889749461795e-05
Malaysia,1997,21249178.0,515.451,503.112,2.394,2.4257455982532597e-05,2.3676774696884745e-05
Malaysia,1998,21810542.0,495.441,482.262,2.66,2.271566657995019e-05,2.2111417497098422e-05
Malaysia,1999,22368652.0,529.429,507.097,4.218,2.3668346219521854e-05,2.266998476260438e-05
Malaysia,2000,22945152.0,611.257,588.754,3.682,2.663991940432558e-05,2.565918935729866e-05
Malaysia,2001,23542522.0,625.815,606.162,3.14,2.6582326226561455e-05,2.5747538857561653e-05
Malaysia,2002,24142448.0,659.175,642.078,2.594,2.7303569215516172e-05,2.6595397450995853e-05
Malaysia,2003,24739420.0,714.156,698.065,2.253,2.8867127846974584e-05,2.821670839494216e-05
Malaysia,2004,25333250.0,771.64,753.741,2.32,3.0459573880177236e-05,2.9753032082342375e-05
Malaysia,2005,25923540.0,835.079,815.987,2.286,3.221315453059266e-05,3.1476681039703685e-05
Malaysia,2006,26509416.0,843.833,823.778,2.377,3.183144434415303e-05,3.107492069987509e-05
Malaysia,2007,27092604.0,900.057,880.427,2.181,3.3221502074883614e-05,3.2496950090142683e-05
Malaysia,2008,27664304.0,932.623,907.648,2.678,3.371214399610415e-05,3.2809356056816034e-05
Malaysia,2009,28217208.0,903.049,879.308,2.629,3.2003485249143e-05,3.116211922880535e-05
Malaysia,2010,28717728.0,932.974,911.236,2.33,3.248773719146585e-05,3.173078315944771e-05
Malaysia,2011,29184140.0,949.202,921.792,2.888,3.252458355805585e-05,3.158537479603648e-05
Malaysia,2012,29660216.0,1038.408,1006.893,3.035,3.5010129393528354e-05,3.3947594987170696e-05
Malaysia,2013,30134806.0,1086.738,1048.489,3.52,3.6062551721753246e-05,3.4793288531540576e-05
Malaysia,2014,30606454.0,1097.615,1055.032,3.88,3.586220736319209e-05,3.447089950374519e-05
Malaysia,2015,31068834.0,1114.575,1069.424,4.051,3.5874374944357425e-05,3.4421117960204106e-05
Malaysia,2016,31526414.0,1172.303,1110.921,5.236,3.718478733420173e-05,3.523778505224222e-05
Malaysia,2017,31975812.0,1188.477,1109.307,6.661,3.716800061246295e-05,3.469206661585326e-05
Malaysia,2018,32399270.0,1209.576,1128.875,6.672,3.733343374711838e-05,3.484260602167888e-05
Malaysia,2019,32804024.0,1240.781,1156.726,6.774,3.7824048659396176e-05,3.5261710575507445e-05
Malaysia,2020,33199988.0,1196.429,1106.194,7.542,3.603703109772209e-05,3.3319108428593406e-05
Malaysia,2021,33573872.0,1246.65,1148.04,7.91,3.713155277413341e-05,3.419444739647545e-05
Malaysia,2022,33938216.0,1331.279,1226.946,7.837,3.922654626277351e-05,3.61523422445069e-05
Malaysia,2023,34308528.0,1335.31,1229.982,7.888,3.892064387023541e-05,3.585061999745369e-05
Mexico,1965,42737996.0,293.325,267.117,8.935,6.863330699923319e-06,6.250105877683175e-06
Mexico,1966,44180444.0,310.583,280.664,9.633,7.029875027964862e-06,6.352674952746061e-06
Mexico,1967,45656964.0,316.549,283.972,10.291,6.933203004912898e-06,6.219686442576427e-06
Mexico,1968,47170340.0,344.765,307.382,10.843,7.308936081444399e-06,6.516425363904522e-06
Mexico,1969,48714396.0,378.427,338.786,10.475,7.768278600847273e-06,6.9545355750690205e-06
Mexico,1970,50289304.0,404.032,359.662,10.982,8.034153743706613e-06,7.151858772990773e-06
Mexico,1971,51897680.0,424.829,381.74,10.143,8.185895785707569e-06,7.355627457720653e-06
Mexico,1972,53543432.0,469.579,423.654,9.78,8.770057922323695e-06,7.91234301155742e-06
Mexico,1973,55228200.0,506.47,457.604,9.648,9.170496231997422e-06,8.285694627020254e-06
Mexico,1974,56945880.0,557.681,506.962,9.095,9.793175555457217e-06,8.902522886642546e-06
Mexico,1975,58691880.0,595.583,549.22,7.784,1.0147621783456247e-05,9.357682868567168e-06
Mexico,1976,60452544.0,633.882,581.216,8.308,1.0485613310169378e-05,9.614417550401188e-06
Mexico,1977,62262508.0,668.705,610.272,8.738,1.0740090970957998e-05,9.801596813286096e-06
Mexico,1978,64124000.0,752.51,702.859,6.598,1.1735231738506643e-05,1.0960935063314828e-05
Mexico,1979,65972908.0,832.041,775.9,6.747,1.261185879512845e-05,1.176088827250119e-05
Mexico,1980,67705184.0,906.324,853.725,5.804,1.33863309491929e-05,1.260944804462831e-05
Mexico,1981,69233768.0,1002.081,926.551,7.537,1.4473876389336487e-05,1.338293475519056e-05
Mexico,1982,70656784.0,1044.314,972.851,6.843,1.4780095284268813e-05,1.3768684971566212e-05
Mexico,1983,72080312.0,1032.646,967.5,6.309,1.4326325335550712e-05,1.3422527915805913e-05
Mexico,1984,73489648.0,1080.826,1006.992,6.831,1.4707187058509248e-05,1.370250133733121e-05
Mexico,1985,74872008.0,1134.396,1045.681,7.821,1.5151136323203725e-05,1.3966247572791157e-05
Mexico,1986,76224360.0,1100.674,1028.067,6.597,1.4439924454596929e-05,1.3487381199396098e-05
Mexico,1987,77553504.0,1136.899,1067.337,6.119,1.4659543945300008e-05,1.3762588986308084e-05
Mexico,1988,78892016.0,1145.465,1067.749,6.785,1.451940333227129e-05,1.353430998645034e-05
Mexico,1989,80233752.0,1209.829,1120.536,7.293,1.5078803743342327e-05,1.396589305707653e-05
Mexico,1990,81720424.0,1319.072,1223.802,6.591,1.6141276995821754e-05,1.497547296132482e-05
Mexico,1991,83351600.0,1357.68,1262.041,6.158,1.6288589541172577e-05,1.5141173054866372e-05
Mexico,1992,84993160.0,1384.109,1275.428,7.049,1.6284945753281793e-05,1.5006242855307416e-05
Mexico,1993,86648440.0,1385.386,1273.897,7.038,1.5988585599463764e-05,1.470190346185113e-05
Mexico,1994,88314416.0,1464.644,1374.779,5.314,1.6584427167587228e-05,1.556686962635862e-05
Mexico,1995,89969568.0,1439.337,1315.271,6.955,1.5998042804873756e-05,1.4619065415541397e-05
Mexico,1996,91586560.0,1476.888,1344.127,7.476,1.6125597467576026e-05,1.4676028884587432e-05
Mexico,1997,93183088.0,1512.699,1388.183,6.27,1.6233621706119032e-05,1.4897370647343218e-05
Mexico,1998,94767288.0,1574.172,1457.507,5.741,1.661092169272587e-05,1.5379853436346095e-05
Mexico,1999,96334808.0,1597.065,1454.533,7.148,1.65782756322097e-05,1.5098727346817361e-05
Mexico,2000,97873448.0,1693.276,1552.956,6.909,1.73006676948788e-05,1.5866979571415526e-05
Mexico,2001,99394288.0,1679.594,1552.589,6.097,1.689829500061412e-05,1.5620505274910768e-05
Mexico,2002,100917080.0,1720.059,1601.973,5.278,1.704428031409549e-05,1.587415133295573e-05
Mexico,2003,102429344.0,1740.948,1633.6,4.487,1.699657473155349e-05,1.5948554742281663e-05
Mexico,2004,103945816.0,1843.091,1723.788,5.094,1.7731266836175494e-05,1.658352463171774e-05
Mexico,2005,105442400.0,2019.614,1886.799,5.106,1.9153718048906322e-05,1.7894120391796848e-05
Mexico,2006,106886792.0,2049.177,1910.914,5.299,1.9171470690223356e-05,1.787792452410771e-05
Mexico,2007,108302976.0,2068.458,1938.41,4.92,1.9098810359560202e-05,1.789803079834113e-05
Mexico,2008,109684496.0,2153.523,1993.404,6.208,1.963379582835481e-05,1.817398148959904e-05
Mexico,2009,111049424.0,2117.228,1991.019,4.632,1.9065636936576996e-05,1.7929124963313633e-05
Mexico,2010,112532400.0,2125.454,1979.88,6.112,1.888748484880799e-05,1.7593866299838982e-05
Mexico,2011,114150480.0,2221.887,2067.558,5.744,1.9464543644494533e-05,1.8112565098280797e-05
Mexico,2012,115755912.0,2241.891,2099.47,5.324,1.9367399567462267e-05,1.81370434021547e-05
Mexico,2013,117290680.0,2242.858,2101.287,4.936,1.912221840644116e-05,1.791520860822019e-05
Mexico,2014,118755888.0,2230.574,2057.915,6.613,1.8782849739627228e-05,1.7328951302187222e-05
Mexico,2015,120149896.0,2205.421,2043.285,5.995,1.835557976679397e-05,1.7006132073555854e-05
Mexico,2016,121519224.0,2253.398,2092.615,5.93,1.8543551594766602e-05,1.7220444067351844e-05
Mexico,2017,122839256.0,2293.264,2127.736,6.006,1.8668820332158313e-05,1.732130321596868e-05
Mexico,2018,124013864.0,2265.277,2081.753,6.582,1.8266320610734295e-05,1.6786453811325485e-05
Mexico,2019,125085312.0,2241.414,2058.36,6.904,1.791908229800794e-05,1.6455649085321865e-05
Mexico,2020,125998296.0,2041.917,1827.884,9.102,1.620590964182563e-05,1.4507212065788573e-05
Mexico,2021,126705136.0,2175.894,1928.164,10.009,1.7172895027712213e-05,1.5217725665043285e-05
Mexico,2022,127504120.0,2273.084,2025.715,9.688,1.782753372989045e-05,1.5887447401699648e-05
Mexico,2023,128455560.0,2348.044,2115.007,8.61,1.8279037513051204e-05,1.6464892605660667e-05
Morocco,1965,13381884.0,17.761,14.174,20.195,1.3272421132928667e-06,1.0591931599466862e-06
Morocco,1966,13738507.0,23.385,20.268,13.328,1.7021500225606758e-06,1.4752694743322547e-06
Morocco,1967,14109759.0,24.64,21.884,11.185,1.746309061692691e-06,1.5509832591754402e-06
Morocco,1968,14490077.0,26.452,23.324,11.827,1.8255251507635192e-06,1.6096532820356994e-06
Morocco,1969,14876983.0,29.009,24.964,13.944,1.9499249276550225e-06,1.678028401323037e-06
Morocco,1970,15274357.0,30.375,26.395,13.103,1.9886270826326765e-06,1.728059649253975e-06
Morocco,1971,15677305.0,32.28,27.785,13.924,2.059027364716066e-06,1.7723071663146184e-06
Morocco,1972,16081446.0,34.89,30.171,13.526,2.1695810190203045e-06,1.8761372578062943e-06
Morocco,1973,16489462.0,38.756,35.231,9.095,2.350349574776909e-06,2.136576681519385e-06
Morocco,1974,16902386.0,41.431,37.477,9.542,2.451192393783931e-06,2.217260923990258e-06
Morocco,1975,17325328.0,42.11,39.106,7.134,2.4305456150671433e-06,2.257157844284391e-06
Morocco,1976,17756514.0,45.639,42.688,6.466,2.570268015444924e-06,2.40407548463623e-06
Morocco,1977,18206480.0,51.191,47.154,7.885,2.8116912220264433e-06,2.5899569823491417e-06
Morocco,1978,18679864.0,54.337,50.15,7.706,2.9088541543985546e-06,2.6847090535562783e-06
Morocco,1979,19167660.0,60.603,55.925,7.719,3.1617317919871283e-06,2.9176748752847243e-06
Morocco,1980,19678446.0,60.776,56.296,7.371,3.0884552570868657e-06,2.860795003833128e-06
Morocco,1981,20208270.0,58.95,55.922,5.136,2.9171225443840566e-06,2.767282899525788e-06
Morocco,1982,20746774.0,60.749,59.058,2.784,2.9281178847371643e-06,2.846611237004847e-06
Morocco,1983,21287382.0,62.371,60.949,2.28,2.9299516492915853e-06,2.8631515138874285e-06
Morocco,1984,21817268.0,63.204,62.122,1.712,2.8969713348160734e-06,2.847377590998103e-06
Morocco,1985,22335078.0,65.303,63.866,2.201,2.9237865209156643e-06,2.8594482633998414e-06
Morocco,1986,22824446.0,67.535,65.634,2.815,2.9588889035904745e-06,2.8756010113016543e-06
Morocco,1987,23279934.0,69.565,67.126,3.507,2.988195756912369e-06,2.8834274186516164e-06
Morocco,1988,23720600.0,73.487,70.719,3.766,3.098024501909732e-06,2.981332681298112e-06
Morocco,1989,24148104.0,80.847,77.426,4.232,3.347964709775972e-06,3.206297272862499e-06
Morocco,1990,24570816.0,82.756,79.148,4.359,3.3680607107228346e-06,3.221219840643469e-06
Morocco,1991,24988088.0,83.804,80.179,4.326,3.353757998611178e-06,3.2086888760756724e-06
Morocco,1992,25400676.0,93.779,90.929,3.04,3.6919883549555924e-06,3.5797866167026424e-06
Morocco,1993,25806782.0,94.766,93.456,1.382,3.6721354874854215e-06,3.621373637364008e-06
Morocco,1994,26201554.0,104.454,101.971,2.378,3.986557438539714e-06,3.891792066989614e-06
Morocco,1995,26599054.0,102.452,100.645,1.763,3.851715929446212e-06,3.783781182593937e-06
Morocco,1996,26999094.0,107.114,101.327,5.403,3.967318310755169e-06,3.7529777851064188e-06
Morocco,1997,27397118.0,111.354,105.194,5.531,4.0644421066478596e-06,3.839600939047677e-06
Morocco,1998,27791828.0,114.212,108.957,4.601,4.109553355036596e-06,3.920468995418365e-06
Morocco,1999,28176992.0,118.492,116.052,2.059,4.2052749988359296e-06,4.118679524059914e-06
Morocco,2000,28554420.0,117.463,115.151,1.969,4.113653858141751e-06,4.032685657772072e-06
Morocco,2001,28930100.0,126.905,123.768,2.473,4.386607719987142e-06,4.278173943401509e-06
Morocco,2002,29301820.0,130.092,127.068,2.324,4.439724221908401e-06,4.336522441268153e-06
Morocco,2003,29661272.0,130.45,125.681,3.656,4.397990753734364e-06,4.237208707704781e-06
Morocco,2004,30033124.0,148.563,143.404,3.473,4.9466382518182255e-06,4.7748612498653155e-06
Morocco,2005,30431898.0,161.334,157.981,2.079,5.3014767596815685e-06,5.19129631677919e-06
Morocco,2006,30833024.0,164.665,161.348,2.015,5.340540065093842e-06,5.232960607431824e-06
Morocco,2007,31232634.0,163.228,159.889,2.046,5.226200262200108e-06,5.119292852469632e-06
Morocco,2008,31634996.0,180.131,176.719,1.894,5.694042129798278e-06,5.586186892516124e-06
Morocco,2009,32042880.0,175.79,167.525,4.702,5.486086144566281e-06,5.228150528292089e-06
Morocco,2010,32464866.0,194.956,183.502,5.875,6.0051379851683355e-06,5.652325809692238e-06
Morocco,2011,32903708.0,204.747,197.305,3.635,6.2226117494113434e-06,5.996436632612957e-06
Morocco,2012,33352166.0,208.422,201.953,3.104,6.249129366890294e-06,6.0551689506462636e-06
Morocco,2013,33803528.0,213.979,203.077,5.095,6.330078919573129e-06,6.007568204123546e-06
Morocco,2014,34248608.0,217.025,207.377,4.446,6.336753890844264e-06,6.055049011043019e-06
Morocco,2015,34680456.0,220.859,208.983,5.377,6.368399538921865e-06,6.02595882822302e-06
Morocco,2016,35107272.0,223.324,210.856,5.583,6.361189214587793e-06,6.006049117117388e-06
Morocco,2017,35528116.0,233.801,221.466,5.276,6.580731722447652e-06,6.233541908048263e-06
Morocco,2018,35927516.0,241.814,224.658,7.095,6.73060725934963e-06,6.253090249824117e-06
Morocco,2019,36304408.0,263.841,243.957,7.536,7.267464600992805e-06,6.719762514788837e-06
Morocco,2020,36688768.0,242.534,224.204,7.558,6.610579019715243e-06,6.110971074308082e-06
Morocco,2021,37076588.0,269.054,248.788,7.533,7.256708734903006e-06,6.710110434110064e-06
Morocco,2022,37457976.0,267.057,248.406,6.984,7.129509613653445e-06,6.631591626840703e-06
Morocco,2023,37840052.0,271.281,248.372,8.445,7.169149767553174e-06,6.563733051952466e-06
Netherlands,1965,12275797.0,413.96,413.96,0.0,3.372163941779096e-05,3.372163941779096e-05
Netherlands,1966,12426790.0,443.377,443.377,0.0,3.567912550224153e-05,3.567912550224153e-05
Netherlands,1967,12576971.0,468.8,468.8,0.0,3.727447570643202e-05,3.727447570643202e-05
Netherlands,1968,12727200.0,524.393,524.314,0.0,4.120254258595764e-05,4.11963354076309e-05
Netherlands,1969,12881251.0,584.787,583.893,0.0,4.5398307974900886e-05,4.5328904777959846e-05
Netherlands,1970,13037686.0,659.798,658.754,0.0,5.060698654653901e-05,5.052691098711842e-05
Netherlands,1971,13186716.0,695.772,694.623,0.0,5.276309886403863e-05,5.2675965721867376e-05
Netherlands,1972,13324182.0,808.138,807.213,0.0,6.065197848543348e-05,6.0582555837198856e-05
Netherlands,1973,13447575.0,859.682,856.538,0.0,6.392840344820535e-05,6.369460664841059e-05
Netherlands,1974,13560532.0,815.957,806.659,0.0,6.017145934982492e-05,5.94857930352585e-05
Netherlands,1975,13663970.0,822.845,810.819,0.312,6.0220053176346264e-05,5.9339928293168085e-05
Netherlands,1976,13760114.0,897.423,883.653,0.31,6.521915443433099e-05,6.421843598098097e-05
Netherlands,1977,13855560.0,881.314,868.019,0.314,6.360724503376261e-05,6.264770243858783e-05
Netherlands,1978,13949415.0,899.181,883.795,0.43,6.446012252126702e-05,6.335713719894346e-05
Netherlands,1979,14040286.0,928.872,915.442,0.38,6.615762670361558e-05,6.520109348199888e-05
Netherlands,1980,14130383.0,872.195,857.009,0.375,6.172479542840417e-05,6.0650089951560405e-05
Netherlands,1981,14217323.0,827.1,813.257,0.419,5.81755088493101e-05,5.720183750485235e-05
Netherlands,1982,14296533.0,764.416,752.512,0.111,5.346862767357653e-05,5.2635978247313524e-05
Netherlands,1983,14369651.0,768.067,757.146,0.096,5.345063704052381e-05,5.269063250039962e-05
Netherlands,1984,14441930.0,797.369,786.785,0.007,5.521208037983843e-05,5.4479214343235284e-05
Netherlands,1985,14515705.0,822.848,810.368,0.172,5.668674032711466e-05,5.582698187928179e-05
Netherlands,1986,14592526.0,863.64,849.9,0.206,5.918372185871041e-05,5.824214395780415e-05
Netherlands,1987,14675302.0,881.434,869.094,0.255,6.006240961855504e-05,5.922154106266434e-05
Netherlands,1988,14762321.0,884.37,871.224,0.307,5.9907246292774696e-05,5.901673591842367e-05
Netherlands,1989,14850230.0,888.458,874.003,0.343,5.9827894921492795e-05,5.8854509324098016e-05
Netherlands,1990,14944550.0,910.735,898.242,0.281,6.094094502678234e-05,6.010498810603196e-05
Netherlands,1991,15046578.0,928.063,915.655,0.319,6.167933998016027e-05,6.085470065020764e-05
Netherlands,1992,15150688.0,939.117,925.142,0.34,6.19851058909008e-05,6.106270553522058e-05
Netherlands,1993,15251088.0,946.966,932.219,0.374,6.209170126091988e-05,6.11247538536267e-05
Netherlands,1994,15349481.0,936.809,921.555,0.427,6.103196583649962e-05,6.003818630740674e-05
Netherlands,1995,15446670.0,974.962,959.114,0.456,6.311794063056957e-05,6.209195897886082e-05
Netherlands,1996,15538617.0,1017.111,999.571,0.564,6.54569837199797e-05,6.43281831323856e-05
Netherlands,1997,15629912.0,998.851,985.665,0.636,6.390637388105576e-05,6.306273509409394e-05
Netherlands,1998,15722601.0,1005.942,987.822,0.727,6.39806352651193e-05,6.282815419662434e-05
Netherlands,1999,15812491.0,993.777,975.016,0.795,6.284759308321504e-05,6.166112600475156e-05
Netherlands,2000,15899138.0,1006.819,986.377,0.926,6.332538279748248e-05,6.203965271576358e-05
Netherlands,2001,15981630.0,1045.557,1024.024,0.988,6.542242562241773e-05,6.407506618536406e-05
Netherlands,2002,16057042.0,1046.061,1022.69,1.186,6.51465568813982e-05,6.369105841536691e-05
Netherlands,2003,16127574.0,1053.076,1029.642,1.164,6.529661559760941e-05,6.384357622541369e-05
Netherlands,2004,16196036.0,1088.744,1061.81,1.503,6.722286860809645e-05,6.555986909389433e-05
Netherlands,2005,16261834.0,1112.242,1078.145,2.078,6.839585252192342e-05,6.629910254894989e-05
Netherlands,2006,16325679.0,1089.576,1054.878,2.315,6.674001124241142e-05,6.461464788080177e-05
Netherlands,2007,16391232.0,1107.524,1069.354,2.417,6.756807541983421e-05,6.523939140145171e-05
Netherlands,2008,16460775.0,1094.389,1051.265,2.913,6.648465822538732e-05,6.386485447981642e-05
Netherlands,2009,16536200.0,1079.291,1030.883,3.43,6.526838088557225e-05,6.234098523239922e-05
Netherlands,2010,16617121.0,1170.651,1123.363,3.136,7.044848502938626e-05,6.760274538531675e-05
Netherlands,2011,16701470.0,1115.092,1063.291,3.662,6.676609903200138e-05,6.366451575819374e-05
Netherlands,2012,16785296.0,1095.699,1043.879,3.789,6.527731176143692e-05,6.219008589422552e-05
Netherlands,2013,16867352.0,1062.885,1015.559,3.741,6.301433680876523e-05,6.020856148611827e-05
Netherlands,2014,16954080.0,1016.331,967.208,3.787,5.994610146938082e-05,5.704868680577183e-05
Netherlands,2015,17041110.0,1026.032,972.45,4.195,6.0209223460208866e-05,5.7064944713108477e-05
Netherlands,2016,17124512.0,1044.014,988.767,4.317,6.0966058478045965e-05,5.7739864353506836e-05
Netherlands,2017,17207204.0,1052.206,990.816,5.009,6.114915590005208e-05,5.7581464135602744e-05
Netherlands,2018,17286042.0,1026.77,958.935,5.738,5.939879123283398e-05,5.547452678872352e-05
Netherlands,2019,17363260.0,1022.329,941.012,6.987,5.8878862609901594e-05,5.419558308750776e-05
Netherlands,2020,17434562.0,990.146,879.629,10.121,5.6792135070556974e-05,5.045317456211404e-05
Netherlands,2021,17501696.0,1014.615,883.818,11.944,5.7972381648041424e-05,5.0498991640581576e-05
Netherlands,2022,17564020.0,955.191,801.226,15.03,5.438339286791976e-05,4.5617461150693295e-05
Netherlands,2023,17618296.0,954.524,774.798,17.788,5.417799769058256e-05,4.397689765230417e-05
New Zealand,1970,2824068.0,105.809,64.73,38.823,3.746687402711266e-05,2.292083618383127e-05
New Zealand,1971,2868891.0,110.801,64.675,41.63,3.8621544004285976e-05,2.2543554286307846e-05
New Zealand,1972,2920886.0,118.239,69.535,41.191,4.0480525429612795e-05,2.380613279669251e-05
New Zealand,1973,2980643.0,122.976,74.808,39.168,4.12582117348505e-05,2.5097940276645008e-05
New Zealand,1974,3042806.0,124.643,73.6,40.952,4.096317675198485e-05,2.4188199970684952e-05
New Zealand,1975,3095434.0,126.614,71.12,43.829,4.090347266328405e-05,2.2975776579310043e-05
New Zealand,1976,3127819.0,130.858,78.949,39.668,4.183681984155733e-05,2.524091067929442e-05
New Zealand,1977,3141172.0,133.565,84.177,36.976,4.252075340032319e-05,2.6797959487732607e-05
New Zealand,1978,3143303.0,132.237,80.006,39.498,4.206944096703372e-05,2.5452843712489698e-05
New Zealand,1979,3142535.0,134.031,73.918,44.85,4.265059895912058e-05,2.352177461826201e-05
New Zealand,1980,3147166.0,134.288,71.184,46.992,4.266950011534187e-05,2.261844465782866e-05
New Zealand,1981,3160621.0,134.686,70.731,47.485,4.261377748233654e-05,2.237882998309509e-05
New Zealand,1982,3185723.0,139.154,79.179,43.1,4.3680508317892046e-05,2.4854326631662577e-05
New Zealand,1983,3219831.0,144.635,80.327,44.462,4.49200594689597e-05,2.4947582652629906e-05
New Zealand,1984,3250341.0,153.26,86.663,43.454,4.715197574654474e-05,2.6662740924721434e-05
New Zealand,1985,3268360.0,154.415,90.157,41.614,4.724540748265185e-05,2.75847825820901e-05
New Zealand,1986,3281673.0,166.407,94.875,42.986,5.0707977303040254e-05,2.8910558730257403e-05
New Zealand,1987,3299449.0,168.239,97.222,42.212,5.099002894119594e-05,2.946613207235511e-05
New Zealand,1988,3316005.0,175.236,101.135,42.287,5.284551742231993e-05,3.049904930782674e-05
